verb,noun,instruction
plan,trip,"Tom is planning a road trip from city a to city b, where he drives 250 miles on day one and then takes a rest day. the next three days, he drives 240 miles each day. on the seventh day, he drives 220 miles to reach city b. what is the average speed of his entire trip?"
sell,muffin,"A bakery sells 120 muffins per day at $\$2.50$each and 100 scones per day at$\$2.00$ each. if it costs the bakery $\$300$ to make a batch of 40 muffins and 30 scones, what is the cost of making one more batch of muffins than scones?"
sell,total,"A bakery sells a total of 480 muffins in a day. they sell twice as many blueberry muffins as they do banana muffins. if each blueberry muffin costs $\$2$, find the cost of all the banana muffins."
have,seat,"An airline has first-class seats priced at $\$200$ each, second-class seats priced at$\$150$each, and third-class seats priced at$\$80$ each. if there are 120 passengers, how much revenue does the airline generate from first-class tickets alone?"
have,integer,"Evaluate $(x-a+3)$ if the value of $x$ is $(a+7)$. you have 5 integers to use: 2, 6, 0, 4, -8"
have,length,"Triangle $abc$ has side lengths $ab = 5,$ $ac = 7,$ and $bc = 24$. what is the length of the altitude from vertex $b$ to side $ac$?"
produce,product,"A company produces two products: x and y. the cost of producing one unit of x is \$5, while the selling price is \$7. the cost of producing one unit of y is \$3, while the selling price is \$6. what is the profit made on each product if the total profit is$\$120$and the company produces 20 units of x and 30 units of y?"
sell,vase,"At an art fair, a painter is selling small vases for $\$12$. her large vases cost$\$60$. if she sells all of her small vases first, what is the maximum amount she can make from selling the large vases?"
share,chocolate,"In a group project, four students (a, b, c, d) must share some chocolates equally. if they have 48 chocolates and want to divide them into equal shares, but there is one chocolate left over. how many chocolates does each student get?"
hold,maximum,"A water tank can hold a maximum of 2400 liters of water. if the tank is currently empty, and 1200 liters of water is added at a rate of 20 liters per minute, how many minutes will it take to fill the tank?"
sell,loaf,"At a bakery, they sell $x$ dozen loaves of bread for $\$12$. how much does one loaf of bread cost if the baker makes a profit of$\$0.25$ on each loaf?"
have,sale,"A bakery is having a sale on bread. they have three types of bread: whole wheat, white, and rye. the original prices of the three types of bread are $2.50 each. during the sale, the price of the whole wheat bread is discounted by 15%, the price of the white bread is discounted by 20%, and the price of the rye bread is discounted by 10%. which type of bread will result in the greatest savings?"
have,box,"You have $x$ boxes of pencils to fill with pens. each box can hold $y$ pens. how many total sets of $x$ boxes can be filled if each pen costs $\$$10 and each set contains exactly $xy$ pens, and the cost per pen is irrelevant?"
write,number,"In base-10 notation, write the number that results when the decimal numbers 0.05125 and 0.0005125 are added."
produce,box,"A company produces boxes with rectangular prisms that have a length of $l$ and a width of $w$. if the height is 6, and the volume of the box is 120 cubic units, what are all possible combinations of $l$ and $w$?"
find,value,Find the value of x in the equation: $\frac{1}{x} + \frac{1}{x+1} = \frac{x-5}{x(x+1)}$
save,money,"Tom has been saving money for a new bike and has $x$ dollars in his savings account, where $3x + 2y \le 7.$ he also earns a part-time job that pays him $2y$ dollars per hour, with the condition that he works at most $4$ hours per day. what is the largest possible value of tom's total savings after working 6 days?"
hold,gallon,"A water tank can hold 1200 gallons of water, but it leaks at a rate of 10 gallons per minute. how many minutes will it take to fill the tank if 90 gallons of water are already in the tank?"
paint,wall,"If sally can paint 4 walls in 30 minutes, and each wall requires 5 minutes of painting time, what is her rate of painting one wall?"
define,e(a,"Define $e(a,b,c) = a \cdot b^2 + c$. what value of $a$ is the solution to the equation $e(a,4,5) = e(a,6,7)$. a rectangular garden measures 15 meters by 8 meters. a path that is 2 meters wide is built around the entire garden. what is the area of the path?"
vector,\mathbf{a}$,"Three unit vectors $\mathbf{a}$, $\mathbf{b}$, and $\mathbf{c}$ form a linearly independent set, and the cross product of these vectors satisfies the equation \[\mathbf{a} \times (\mathbf{b} \times \mathbf{c}) = \frac{\mathbf{b} + \mathbf{c}}{\sqrt{2}},\] where $\mathbf{a}\cdot(\mathbf{b}\times\mathbf{c})=1$. find the angle between $\mathbf{a}$ and $\mathbf{b}$ in degrees."
love,cream,"In a class of 30 students, some students love ice cream more than others. the number of students who love ice cream is five times the number of students who do not. if 15 students in total do not love ice cream, how many students love ice cream?"
have,cupcake,A bakery has 48 cupcakes to package. they want to put an equal number of cupcakes in boxes that can hold 6 cupcakes each. how many boxes can they fill and what will be the remaining cupcakes?
find,value,Find the minimum value of $a^2 - b^2.$ ______
calculate,value,Calculate the numerical value of the product $(x_1 + y_1 i)(x_2 + y_2 i)(x_3 + y_3 i) \dotsm (x_{10} + y_{10} i).$ ______
plan,trip,"Tom is planning a road trip from city a to city b, which is 240 miles away. he drives for 3 hours at a constant speed and then stops for lunch. after lunch, he continues driving at the same speed and covers the remaining distance in 2 hours. what was his average speed for the entire trip?"
satisfy,condition,"Vectors $\mathbf{a}$, $\mathbf{b}$, and $\mathbf{c}$ satisfy the given conditions. find all possible values of the angle between vectors $\mathbf{a}$ and $\mathbf{c}$."
sell,type,"Tom's company sells three types of pens: black, blue, and red. the total number of sets sold was 2400, with the following number of sets for each color: 1200 black, 900 blue, and 300 red. what is the value of x in the equation: 1200 + x + 900 = 2400?"
save,money,"Tom has been saving money for a new bike and has $m$ dollars. he plans to buy a bike that costs $n$ dollars. if he needs 15% of his savings for the sales tax, how many more dollars should he save each month in order to have enough money for the bike after six months?"
sell,box,"A bakery sells boxes of cookies that contain 24 cookies each. the bakery uses different colored bags to pack the boxes, with red bags containing 6 cookies and blue bags containing 8 cookies. how many of each type of bag should be used to pack an equal number of cookies?"
find,perimeter,"Find the perimeter of a triangle with angles measuring 45°, 35°, and an unknown third angle."
sell,type,"A bakery sells three types of bread: whole wheat, white, and rye. the total sales for each type were 120 loaves. if the ratio of whole wheat to white bread was 5:7 and the ratio of white to rye was 9:3, what is the value of x in the equation (5x + 7x)/(9x/3) = 120/120?"
have,box,"Tom has two boxes of pens, one containing 120 red pens and the other containing 126 blue pens. he wants to put an equal number of each color in a new box so that the total number of pens in the new box is divisible by 3. how many pens will he need to remove from the first box to achieve this goal?"
buy,avocado,"A farmer is buying avocados for a local market. the cost of each dozen avocados is $10, and he wants to minimize his total cost by mixing them with other fruits such as oranges. if he has 2 more apples than oranges in the mix, what proportion of the total number of items should be avocados if he wishes to spend exactly $60 on the three different fruits?"
produce,type,"A company produces two types of pens, a standard pen that costs $2 and a deluxe pen that costs $8. the company packs 12 standard pens in each box and 8 deluxe pens in each box. how many different ways can they pack boxes so that the total cost of the pens is between $20 and $40?"
sell,cookie,"A bakery sells cookies that come in boxes of 12 or 24 pieces. if a customer buys a combination of both, what is the smallest number of boxes to buy to have at least 48 pieces of cookies?"
sell,type,"A bakery sells two types of bread, whole wheat and white. the number of loaves sold of each type is represented by variables x and y, respectively. if the total number of loaves sold is 275 and the sum of the number of whole wheat and white loaves sold is 180, what are the values of x and y?"
hold,liter,"A water tank can hold 1200 liters of water. if 240 liters of water is already in the tank, and 30% of the remaining water is used every hour, how much water will be left after 6 hours?"
have,promotion,"A bakery has a special promotion where it sells large pizzas that come in various sizes. if x represents the price of a small pizza and y represents the price of a large pizza, what is the value of x + y if a small pizza costs $3 more than a large pizza?"
have,student,"A school has 90 students in a class, and the average height of the students is 165 cm with a standard deviation of 8 cm. what is the range of possible heights for a randomly selected student?"
hold,gallon,"A water tank can hold 480 gallons of water. if the tank is currently empty, how many cubic feet are in three cubic yards?"
save,money,"Tom's family has been saving money for a new bike that costs $\$250$. they already have $\$120$ in their savings account, and they plan to save$\$15$ each week from their weekly allowance. how many weeks will it take them to buy the bike?"
sell,total,"A bakery sells a total of $240$ loaves of bread per day. they sell more sweet bread than savory bread, with the ratio of sweet to savory being $5:4$. if the price of a sweet loaf is $\$2$and that of a savory loaf is$\$1.50$, how much does the baker make in total on a given day?"
hold,gallon,"A water tank can hold 1200 gallons of water, but it is currently empty. due to a leak in the bottom of the tank, the rate at which the water leaves the tank is proportional to the amount of water remaining in the tank. if the leak is repaired after 2 hours and then reappears after 4 more hours, what fraction of the total capacity does the water leave during these two intervals?"
earn,interest,"John's savings account earned an interest of $0.05$ per dollar for the first six months of the year, and $0.03$ per dollar for the remaining nine months. if he initially had $\$$240$, how much money will he have in his account after one year?"
sell,type,"A bakery sells two types of bread: white bread at $2 per loaf and whole wheat bread at $3 per loaf. if sarah buys a total of 12 loaves of bread and spends exactly $25, how many loaves of each type does she buy?"
save,money,Tom has been saving money for a new bike that costs $\$120$. he already has $\$40$ saved up. what fraction of the total amount needed is he still short?
take,hour,"In a factory, it takes 5 hours to make 240 widgets. how many hours would it take to make 480 widgets?"
sell,loaf,"A bakery sells 250 loaves of bread per day. each loaf weighs 0.5 kg. if they make an average profit of $\$0.50$ per loaf, how much profit do they make per day?"
sell,total,"A bakery sells a total of $240$ loaves of bread per day. they sell more white bread than whole wheat bread, and they sell 20% more whole wheat bread than rye bread. if the ratio of the number of rye loaves to whole wheat loaves is 3:4, how many rye loaves do they sell each day?"
travel,speed,"On a road trip, alex's car traveled an average speed of 60 miles per hour. if he drove for x hours, how many miles did he drive if he stopped for exactly one 30-minute break during the journey?"
have,shelf,"A bookstore has 3 shelves, and each shelf can hold exactly 4 books. if the bookstore receives a new shipment of 24 books, how many different ways can they be arranged on the shelves?"
sell,shirt,"At a music festival, a vendor sells t-shirts for $20 each and hoodies for $50 each. if she makes a profit of 25% on all items sold, how much does she make in total from selling 15 t-shirts and 8 hoodies?"
sell,total,"A bakery sells a total of 250 loaves of bread per day. they make a profit of 10 cents per loaf if it is sold at $2.50, but lose 5 cents per loaf if it is sold at $1.75. what price should they sell the bread to maximize their daily profits?"
hold,gallon,"A water tank can hold 2400 gallons of water, and it is currently filled to 75% capacity. how many gallons of water are in the tank?"
sell,loaf,"A bakery sells 250 loaves of bread per day. if they make each loaf for 7 minutes and 20 seconds, how many minutes does it take to bake all the loaves?"
plan,trip,Tom is planning a road trip that covers a distance of 540 miles. he wants to drive at a speed that will allow him to cover an average of 50 miles per hour while also being able to drive in both directions without stopping for gas every time he reaches a multiple of 12 hours. what is the maximum number of hours tom can drive before needing to refuel?
sell,total,"A bakery sells a total of $360$ loaves of bread per day. they sell more than half as many whole wheat loaves as they do white loaves. if they sell a combination of whole wheat and white bread in the ratio of 3:5, what is the number of whole wheat loaves sold each day?"
hold,liter,"A water tank can hold 600 liters of water. due to a leak, the water level drops by 15% of its capacity every hour. how many hours will it take to empty the entire tank if it already lost 20 liters of water from previous leaks?"
sell,loaf,"A local bakery sells 240 loaves of bread per day, with a profit of $2 on each loaf. if they operate 5 days a week, how much money does the bakery make in a week?"
have,total,"A school has a total of 45 students in the library during lunchtime, and they are seated according to their heights in increasing order. if the shortest student is 120 cm tall and there are four other students whose heights are 145 cm, 155 cm, 162 cm, and 170 cm. what is the height of the fifth tallest student?"
contain,pen,"Tom has 3 boxes of pens: one box contains 6 pens, one box contains 8 pens, and one box contains 10 pens. if he needs a total of 30 pens, how many boxes does he need to buy in order to meet his requirement?"
sell,total,"A bakery sells a total of 480 muffins per day, with two-thirds of them being blueberry muffins. what is the number of blueberry muffins sold each day?"
have,shelf,"A bookstore has a shelf with books arranged in alphabetical order. if the first book on the shelf is ""a"" and each subsequent book is arranged alphabetically, what is the title of the 27th book?"
surround,garden,"In a rectangular garden, a path that is 3 meters wide surrounds the entire garden. if the length of the garden is 10 meters and the width is 6 meters, what is its area?"
have,period,The tangent function has a period of what value?
save,money,"Tom has been saving money for a new bike and has collected $350 in his piggy bank. he plans to use half of the money to buy a helmet and save the rest for the frame. if he also wants to set aside one-fourth of the remaining money for wheels and two-eighths for pedals, what fraction of the original amount will he have left?"
sell,type,"A bakery sells three types of cookies: chocolate chip, oatmeal raisin, and peanut butter. if the price of chocolate chip cookies is $\$0.50$, oatmeal raisin cookies are$\$0.25$, and peanut butter cookies are$\$0.75$, and the total cost of all the cookies must be$\$4.50$. how many of each type of cookie can be bought if some unknown quantity of oatmeal raisin cookies is purchased instead of the required number of chocolate chip cookies?"
travel,mile,"Five friends - alex, ben, charlie, david, and emily - are planning a road trip from city a to city b. if they spend 2 hours driving in city a before leaving, then drive for 4 hours at an average speed of 60 miles per hour, and finally arrive in city b after stopping for 3 hours, how many miles did they travel?"
find,volume,"Find the volume of a rectangular prism with length = 5 cm, width = 8 cm, and height = 3 cm."
hold,gallon,"A water tank can hold $20,\!000$ gallons of water. if $8,\!000$ gallons of water have already been used from the tank, what is the percentage of the tank that has not been used?"
reach,speed,"An object is moving along a straight line with an initial velocity of $15$ m/s. at time $t=0$, it reaches a speed of $30$ m/s. what is its acceleration at time $t=2$ seconds?"
save,money,Tom has been saving money for a new bike and has $123 in his savings account. he wants to know how much he can buy with that amount in base four.
have,box,"Tom has two boxes of pens. one box contains only prime numbers, with each digit being a single-digit prime number (2, 3, 5, or 7). the other box also contains only prime digits but does not contain any repeated digits. how many different ways can tom fill both boxes to create two two-digit numbers that multiply together to give 49?"
offer,deal,"A company offers a ""deal"" where they have a $15\%$ discount on all orders over $200. if sarah buys three items worth $400, she gets a total price of $\$.270$. find the original prices of the three items before the discount."
save,money,"Tom has been saving money for a new bike and has $x$ dollars in his savings account. he plans to add 2/5 of his current amount every month. if he currently has $480, how much will he have after 6 months?"
produce,type,"A company produces two types of pens: standard and deluxe. the profit made from selling one standard pen is $\$10$, and the profit made from selling one deluxe pen is $\$20$. if the company sells $x$ standard pens and $y$ deluxe pens such that $x+y=25$, what is the average profit per pen?"
have,product,Two numbers have a product of $-120$ and a sum of $17$. what are these two numbers?
save,money,"Maria has been saving money for a new bike that costs $\$120$. she already has $\$40$, and her parents have agreed to give her $\$30$ at the end of each month for the next 5 months. how much more will she need to save?"
hold,liter,"A water tank can hold 3000 liters of water. water is flowing into the tank at a rate that increases by 10% every hour. if there are already 800 liters in the tank, how many hours will it take to fill the tank?"
sell,total,"A bakery sells a total of 250 loaves of bread per day. they sell a combination of whole wheat and white bread. if they make $x$ more whole wheat loaves per day than white loaves, and each loaf costs $\$2$, find the maximum revenue."
plan,trip,"Three friends, alex, ben, and chris, have been planning a road trip from city a to city b that takes exactly 5 hours by car. if they travel at an average speed of 60 miles per hour during the first 2 hours, then what is their average speed for the entire trip?"
have,box,"Tom has three boxes of pens: one containing red pens, one blue pens, and one black pens. each box contains a different number of pens. the total number of pens in all three boxes is 120. how many pens does each box contain if the difference between the number of red pens and blue pens is 10?"
have,building,"The city of azalia has two large buildings that sit atop hills, one 20 feet tall and the other 30 feet tall. if a bird perches on the top of each building, which of the following statements must be true?"
sell,total,"A bakery sells a total of $240$ loaves of bread per day, consisting of only whole wheat and white bread. the number of whole wheat loaves sold is $15\%$ more than the number of white bread loaves sold. if the price of a loaf of whole wheat bread is $\$2.50$and that of white bread is$\$1.75$, find the profit made by the bakery in dollars."
paint,color,"In a small village, there are 15 houses, each painted a different color. if 3 houses have been repainted red, and 4 houses have been repainted blue. how many houses remain unpainted?"
have,sale,"A bakery is having a sale on bread. a loaf of whole wheat bread normally costs $2.50, but it's now on sale for 15% off. a loaf of white bread normally costs $3.75, but it's now on sale for 20% off. what is the total cost of buying one loaf of each type of bread during the sale?"
have,remainder,The sum of two consecutive integers has a remainder of 12 when divided by 5. what are the two consecutive integers?
have,diameter,A cylindrical pipe has a diameter of 5 cm and is wrapped with tape to form a cylinder having twice its original circumference. what is the new height of the cylinder?
surround,area,"In a rectangular garden, a path that is 8 meters long and 2 meters wide surrounds the planting area. what is the length of the inner sides of the planting area?"
have,horse,"Tom has 24 horses that he plans to sell at a horse show, with each horse weighing an average of 800 kg. if he wants to ship the horses in crates that weigh exactly 1200 kg, how many crates will he need if he sells all his horses at a price of $80 per kilogram?"
have,product,Two positive integers have a product of 18 and a difference of 3. what is their sum?
hold,gallon,"A water tank can hold 480 gallons of water. due to a leak, the amount of water in the tank is decreasing at a rate that is $\frac{3}{5}$ times the current level of water in the tank. at what rate is the water level rising when there are 120 gallons left?"
sell,type,"A bakery sells six types of bread: whole wheat, white, rye, baguette, ciabatta, sourdough, and pita. on monday, they sold 50 loaves of each type, except for the baguette, which was sold out after 30 days. what is the total number of loaves sold on tuesday?"
have,container,"Maria has a cylindrical ice cream container with radius 3 cm and height 12 inches, what is the number of cubic centimeters in the volume of a spherical ice cream container that has the same volume?"
sell,type,"A bakery sells three types of bread: whole wheat, white, and rye. the price of whole wheat bread is $0.80 per loaf, while the prices of white and rye breads are$1.25 and $1.50 per loaf respectively. if you buy two loaves of each type of bread, how much money do you spend in total if you also spend an additional$7 on cheese for sandwiches."
prepare,box,John is preparing a box to send some gift items to his friend living in another city. he wants the package to weigh exactly 9 kg when packed without any extra weight. what could be the maximum possible weight of the item he can put in the box and still meet this requirement?
have,perimeter,A square has a perimeter of 20 cm and an area of 16 $cm^2$. what is its side length to the nearest hundredth of a centimeter?
find,value,Find the value of x in the equation: 4x^2/3 - 2x + 1 = 0
sell,total,"Simplify $(1)(2a)(3a^2)(4a^3)(5a^4)$. a bakery sells a total of 240 loaves of bread in two consecutive days. on the first day, they sell x number of loaves and on the second day, they sell y number of loaves. if x + y = 60, then what is the value of y?"
have,box,"A company has $x$ boxes of pens in stock, where each box contains 24 pens. if the company wants to put an equal number of pens in each box so that no box will have more than 50 pens, how many boxes can be filled?"
sell,total,A bakery sells a total of 250 loaves of bread per day. they sell a certain type of whole wheat bread that is packaged in bags containing 5 dozen (60) or 10 dozen (120) loaves each. what is the largest number of 10 dozen whole wheat bread bags they can buy to meet this demand?
save,money,"Tom has been saving money for a new bike and has $240 in his savings account. he plans to deposit $20 every week for four weeks. if interest earns 5% per year, compounded monthly, how much money will he have in his savings account after one year? 4."
convert,number,"In base-5 numbers system, convert the number 142 to decimal."
have,box,"Tom has 12 boxes of pens, and each box contains a certain number of pens. if he gives 2 boxes to his friend and then finds that 3 boxes still have some pens left in them, how many pens did each box originally contain?"
give,strip,"In an art contest, students were given 240 strips of colored paper, which they used to create collages. they also made 15 identical copies of their favorite collage using 4 strips each. if the remaining strips were discarded, what was the number of strips used for the original collages?"
have,collection,"Tom has a large collection of boxes, and he wants to package them in crates that can hold 81 boxes each. if he also needs to use smaller boxes that hold 2^4=16 boxes each to ship some of these crates, how many different ways can he arrange his boxes in two layers: one layer with 8 small boxes and another layer with 5 large crates?"
plan,trip,"Tom's family is planning a road trip from city a to city b. the distance between the two cities is 405 miles, and they want to know what three different single-digit numbers can be added together to get 405 when multiplied by the number of miles per gallon their car gets, with the constraint that the sum of the digits must not exceed 18. what are the distinct sums of these three digits?"
sell,muffin,"A bakery sells 480 muffins a day at $2 each and 240 cupcakes a day at $1.75 each. if a customer pays with a $5 bill, how much change will they receive?"
have,shelf,"A bookshelf has 8 shelves, and each shelf can hold 12 books. if the bookshelf is currently empty, what is the probability that a randomly selected book will be placed on a shelf with an odd number of books already on it?"
form,spiral,"In a certain type of snail shell, the spiral ridges form a logarithmic spiral with a constant pitch of 10 units. if the radius of the spiral at its center is 5 units, how many turns does the spiral make before reaching a point where the radius is 40 units?"
sell,total,"A bakery sells a total of 250 loaves of bread per day. they have three display cases: one for whole wheat, one for white, and one for rye. if they sell an equal number of each type of bread, what is the average daily revenue from selling the white bread?"
find,volume,Find the volume of a sphere with diameter 12 inches.
have,cookie,"Maria has 18 cookies that she wants to put into bags for a bake sale. each bag can hold at most 3 cookies. how many bags can maria fill with whole groups of cookies, and how many cookies will be left over?"
have,slice,"At a restaurant, one pizza has 8 slices and costs $6 each. if sara orders two pizzas and they want to put a large decorative border around the edges of the pizza that is 2 inches wide, what will be the total cost of the pizzas with the borders?"
produce,pen,"A company produces pens in batches of 1200. the first batch had 37 defective pens, while the second batch had no defectives. if the company makes 3 more batches after this, how many defective pens can it expect to have in total?"
produce,box,"A company is producing boxes of cookies that hold 200 packs of crackers each. if the company has 12,800 packs of crackers to package, how many boxes can they fill?"
have,dollar,"You have 18 dollars to spend on coffee drinks at a café where large coffee costs $2.50, medium coffee costs $2.00, and small coffee costs $1.75. how many cups of each size can you buy with your money?"
have,sale,"A bakery is having a sale on bread. they have three types of loaves: whole wheat, white, and rye. the prices are as follows: whole wheat ($2.50 per loaf), white ($2.00 per loaf), and rye ($3.25 per loaf). if sara buys 4 loaves of each type, what is her total cost?"
find,value,"In a geometric progression where the first term is 3 and the common ratio is 2, find the value of the third term."
sell,type,"A bakery sells two types of bread: whole wheat and white. the total cost of $240 for a dozen (12) loaves includes $78 for whole wheat and x dollars for white bread. if each loaf costs twice as much for whole wheat as it does for white bread, how many dollars did each loaf of white bread cost?"
sell,cookie,"A bakery sells cookies in boxes of 6 or 8 cookies each. if they have 102 cookies to sell, how many boxes of each size do they need to buy?"
hold,flower,"In a factory, three vases of different sizes hold flowers. the ratio of water in vase a to vase b is 2:3 and the ratio of water in vase b to vase c is 4:5. if vase a contains 15 gallons of water, how many gallons of water does vase c contain?"
sell,loaf,"A bakery sells 250 loaves of bread per day. on tuesdays and thursdays, they also sell special ""french"" bread that costs $2 more than regular bread. if the bakery makes a profit of $\$0.60$ on each loaf of regular bread and$\$0.80$ on each loaf of french bread, what is their total daily profit if the number of loaves of french bread sold is 25% of the total number of loaves sold?"
play,game,"Alice and bob play a game with a baseball, where each turn has a specific probability of passing or keeping the ball. what is the probability that alice will have the ball after 4 turns?"
sell,loaf,"A bakery sells over 600 loaves of bread per day. on monday, they sold 20% more loaves than on any other day during the week. if the number of loaves sold on tuesday was 3 less than twice the number sold on wednesday, what is the number of loaves sold on monday? (no diagram or visual aid)"
have,box,Tom has 154 boxes of pens that he wants to put into crates of 8 pens each. how many crates can he make?
take,second,"If a snail travels at an average speed of 0.25 meters per second, how many seconds will it take to travel 625 meters?"
have,shelf,"A music store has 7 shelves, and each shelf can hold 8 cds. if the total number of cds in the store is 56, how many cds are on each shelf?"
have,bus,"A school has two buses that travel along a certain route, one bus arriving randomly between 9:00 and 10:30 and the other bus leaving randomly between 8:30 and 11:00. what is the probability that both buses meet during their respective journeys?"
sell,total,"A bakery sells a total of 480 loaves of bread per day, which it packages in bags of 12 or 16 loaves each. if the number of bags of 12 loaves is double the number of bags of 16 loaves, what is the average price per loaf?"
design,roof,"An architect designed a triangular roof with angles measuring 60°, 60°, and x° at its base. if the perimeter of the triangle is 100 cm, what is the value of x?"
find,value,Find the values of $k$ such that $\cos^2 (k^2 + 6^2)^\circ = 1$.
have,box,"Tom has 18 boxes of pens in his office supply closet, with each box containing either 3 or 6 pens. if he wants to pack an equal number of these boxes on each of three shelves, and no two shelves can contain more than 12 pens, how many pens will be on each shelf?"
have,budget,"A company has a total budget of $1500 for employee benefits. if each employee with health insurance costs $250 per year and each employee without health insurance costs $100 per year, how many employees can the company afford if it wants to spend no more than $500 on health insurance?"
sell,loaf,"A bakery sells 250 loaves of bread per day. they make $3 profit on each loaf. if they operate for 10 days and pay their employee a fixed salary of $3000 per month, how much profit do they have at the end of 10 months?"
hold,liter,"A water tank can hold 240 liters of water. due to a leak, it loses water at a rate of 5 liters per minute. how many minutes will it take for the tank to be empty?"
sell,loaf,"A bakery sells 250 loaves of bread per day. each loaf costs $2.50. if the bakery wants to make a profit of $200 per day, how much should they sell each loaf for to achieve this profit margin?"
have,case,"A bakery has 18 cases of donuts, with 8 cases containing 6 donuts each and the rest containing 9 donuts. how many more donuts does the bakery have if they receive a shipment of 15 more boxes?"
find,value,Find the value of $x$ in the equation $\log_{10}\left(7x+12\right)=5+\log_{10}25.$
have,kind,"The school has three different kinds of fruits - apples, bananas, and oranges. there were 90 apples, 150 bananas, and 60 oranges at the start of the year. during the first two months, a total of 70 apples were eaten by students, leaving 20 apples remaining. in the same period, 100 bananas were eaten, leaving 50 bananas. if each apple costs $1.30, each banana costs $0.25, and each orange costs $1.80, what is the total amount of money spent on fruit?"
sell,total,"A bakery sells a total of 480 muffins in one day. they sell muffin tops and bottom halves, which come in sets of 12 for $\$$24. how much will it cost if they sold all the sets that were available?"
have,flavor,"Five friends - alex, ben, charlie, david, and emily - each have a different favorite flavor of ice cream: chocolate, vanilla, strawberry, cookies and cream, and mint chip. if alex's favorite flavor is neither vanilla nor chocolate, what is the probability that charlie's favorite flavor is cookies and cream?"
produce,can,"Two machines, a and b, produce cylindrical cans at a combined rate of 300 units per hour. machine a takes twice as long to fill a can as machine b. if machine b produces one-fifth of the total number of cans produced by both machines in a certain time period, what is the fraction of cans that machine a produces during that same time period?"
sell,box,"A bakery sells boxes of cookies that contain 6 rows of 8 cookies each. if the bakery packs the cookies into cartons of 24 cookies each, how many cartons will they need for this shipment?"
reach,height,"A snail starts at the base of a vertical cliff and climbs up the wall at a speed of 0.05 m/s. after 15 seconds, the snail reaches a height of 0.9 m. what is the initial height of the cliff?"
show,pm,"A digital clock shows 3:45 pm on january 1, 2024. what time will it show in 5 hours and 12 minutes?"
sell,total,"A bakery sells a total of 480 muffins and cakes on friday, and they consist of only two types: muffins and cakes. if they sell twice as many muffins as cakes, how many of each type were sold?"
sell,total,"A bakery sells a total of 59 loaves of bread per day, with $\triangle$ being the number of whole wheat loaves and $q$ being the number of white bread loaves. if they also sell 106 loaves on another day, with the same number of whole wheat loaves but twice as many white bread loaves, what is the value of $\triangle$?"
have,solution,The equation $56 x^2 + 27 = 89x - 8$ has a solution of $x = \frac{5}{7}$. what is the other value of $x$ that will solve the equation?
save,money,"Tom has been saving money for a new bike and has $240 in his savings account. he plans to add an amount equal to the largest integer less than half of his current savings each month. if he starts with this plan in january, how much money will he have saved by the end of december?"
plan,trip,"A school is planning a field trip to an amusement park that has 7 different roller coasters, which include both wooden and steel coasters. if the average rating of the coaster ratings is 8 out of 10, what is the sum of the highest rated coaster and the lowest rated coaster in terms of their average ratings?"
cost,dollar,"At a school store, each candy bar costs $a$ dollars and weighs 200 grams. if a bag of six candy bars weighs exactly 1200 grams, what is the value of $a$?"
buy,bunche,"Maria bought 5 bunches of roses for her friend's birthday party. each bunch contains an equal number of red and white roses. if there were a total of 65 roses in all, how many roses were red?"
travel,mile,"A bicycle travels $360$ miles on its first day out, traveling at an average speed of 40 miles per hour. on the second day, the bike travels for twice as long as the first day, but averages only half the speed. how many miles did the bike travel on the second day?"
sell,type,"An online retailer sells two types of shirts: short-sleeve and long-sleeve. they have been given a total budget of $\$240$to spend on adverting. they want to allocate their budget equally between the two shirt styles, but they also want to make sure that the advertising cost for each style is no more than $\$100$. what should be the amount allocated for each style?"
have,box,"Tom has 15 boxes of pens, with each box containing 8 pens. if he gives 3 boxes to his colleague and then puts them away in a new cabinet that can hold at most 2 boxes, how many boxes will be left?"
make,cake,"A bakery is making wedding cakes for an upcoming event. each cake requires 3 cups of flour, and they need exactly twice as much sugar as flour. the bakery uses only organic ingredients and pays $0.50 per cup of flour. how much does it cost to make one cake?"
have,side,A regular hexagon has six equal sides and interior angles. what is the measure in degrees of one interior angle of a regular hexagon?
earn,interest,"Tom's savings account earns 4% interest per year. if he deposits $400 at the beginning of each month for 5 years, how much will he have in his account after 5 years, assuming no withdrawals?"
invest,total,A woman invests a total of $2000 in two different stocks. one stock pays 5% interest per year and the other pays 10% interest per year. how much should she invest in each stock so that her total annual income is $120?
save,money,"Tom has been saving money for a new bike and has $240 in his savings account. he plans to use half of his savings to buy the frame, which costs $120, and one-third of what's left to buy wheels that cost $15 each. how much will he spend on tires?"
sell,type,"A bakery sells three types of cakes: round, square, and rectangle. the cost of a round cake is $3x$, a square cake is $4y$, and a rectangle cake is $5z$. given that the total cost of all the cakes sold is $840, find the values of x, y, and z."
have,sale,"An online retailer has a sale on video games, offering a discount of 15% off the original price. however, an additional 5% off is applied to the already discounted price. how many times must they sell each game to break even, assuming the original price was $75 per unit?"
save,money,"Tom and alex have been saving money for a new bike that costs $2500. tom has saved 75% of the amount in his piggy bank, while alex has saved 25% of the amount in his savings account. they both deposit their savings into the same high-yield savings account that earns an annual interest rate of 6%. if they make the initial deposits on the first day of january and let it sit for one year, how much will each person have in their account after one year?"
find,value,Find the value of $x$ in degrees.
